12764281,balance,OK,207,168
1436987,balance,OK,211,182
24444478,balance,NG,212,174
37146533,bill,OK,190,448
79504568,balance,OK,211,190
1966187,balance,OK,201,181
14385016,bill,OK,199,359
63835113,balance,NG,227,169
48641682,charge,OK,212,276
80140329,charge,NG,205,300
18252571,charge,OK,201,306
59700468,balance,OK,195,211
79901691,bill,OK,210,374
22388339,balance,OK,173,187
41045613,balance,OK,193,182
64615165,balance,OK,186,165
26018013,charge,OK,202,290
51714068,balance,OK,196,226
6211355,balance,NG,193,194
72770944,charge,OK,217,315
81405427,bill,OK,173,392
84400346,balance,OK,191,237
16939934,balance,OK,204,238
45608945,bill,OK,205,414
43254882,balance,OK,199,204
54654433,balance,NG,198,164
4813628,balance,OK,191,247
76990479,bill,OK,196,420
72642609,balance,OK,202,190
38101281,bill,NG,205,383
72449835,balance,OK,200,199
39217689,balance,OK,198,238
4822581,balance,OK,207,188
56136749,charge,OK,195,330
50983076,bill,OK,191,404
31778769,balance,OK,201,187
67355370,charge,OK,202,288
57487947,balance,OK,206,176
29800226,bill,OK,195,379
2683961,charge,OK,195,285
17071217,charge,OK,211,279
59410887,bill,OK,193,433
21194451,bill,OK,190,398
24383211,balance,OK,208,207
86203190,bill,OK,216,407
43109006,bill,OK,215,377
47291455,charge,OK,192,287
24529323,charge,NG,195,289
18388330,bill,OK,200,416
50558692,balance,OK,191,229
16302974,charge,OK,194,281
27965753,balance,OK,195,184
54307234,balance,NG,202,171
80234201,bill,OK,196,393
50214770,charge,OK,205,327
48637915,bill,OK,201,388
19065824,charge,OK,207,284
28279707,bill,OK,212,424
60139813,bill,OK,184,398
31891393,balance,OK,227,193
60011468,balance,OK,181,205
14297623,bill,OK,178,379
75442657,balance,OK,188,200
1299135,bill,OK,209,403
59738380,charge,OK,187,335
79085779,charge,OK,206,293
67384439,bill,OK,208,394
71028705,balance,OK,182,202
14890155,bill,OK,209,392
31085082,bill,OK,200,385
12516278,bill,OK,211,426
53546782,balance,OK,211,187
60680283,bill,OK,209,406
11008212,balance,OK,195,184
41420506,charge,OK,212,336
78220333,bill,OK,208,402
39075365,balance,OK,195,161
26965752,balance,OK,195,184
22599224,bill,OK,201,412
51354737,charge,OK,192,281
29500579,balance,OK,198,217
11943912,charge,OK,199,317
8786811,balance,OK,196,217
84688002,bill,NG,183,425
66616497,bill,OK,198,391
27416246,bill,OK,186,376
67041011,charge,OK,200,284
86152107,balance,OK,198,177
42853490,charge,OK,197,307
84526870,bill,OK,199,408
81407599,balance,OK,187,236
71425719,charge,OK,192,330
26323693,balance,OK,196,225
15047769,bill,OK,210,406
23865200,balance,OK,199,188
89146650,charge,OK,188,311
40672979,bill,OK,188,390
67446504,balance,OK,196,195
46379204,bill,OK,205,415
36049345,bill,OK,209,385
55351615,balance,OK,196,221
2856249,charge,NG,196,282
84831141,charge,OK,197,302
36393238,bill,OK,218,400
34740990,charge,OK,189,292
80360953,balance,NG,222,208
35641038,bill,OK,190,423
28094245,balance,OK,225,188
40189556,balance,OK,206,192
21049317,balance,OK,175,222
50038079,charge,OK,199,306
77098504,balance,OK,188,204
33757024,bill,OK,196,428
35893012,balance,OK,180,184
67954190,balance,OK,210,205
83824540,bill,OK,199,367
80027375,charge,OK,210,276
29506426,balance,OK,187,240
41405563,charge,NG,194,309
67003526,charge,OK,209,321
39927309,bill,OK,195,407
15560026,charge,OK,201,293
28670984,balance,OK,213,211
44348345,charge,OK,202,322
60528715,charge,OK,189,336
42874607,bill,NG,204,410
26742686,charge,OK,206,286
49417348,balance,OK,183,227
82270689,balance,OK,205,195
54701738,charge,OK,199,302
41468777,balance,OK,184,168
21705653,balance,OK,204,223
44646342,balance,OK,182,192
10622435,charge,OK,209,295
54314252,charge,NG,202,290
35735930,balance,OK,202,196
43998799,bill,OK,201,380
32323717,balance,OK,216,184
60724551,balance,OK,204,190
83901739,charge,OK,203,320
40686087,balance,OK,193,188
35273293,bill,OK,192,394
72670793,balance,OK,190,223
69452423,bill,OK,208,440
14548055,balance,OK,206,203
55716826,balance,OK,207,198
57486285,bill,OK,183,373
82280879,charge,OK,193,286
61230964,balance,OK,190,175
35491222,balance,OK,196,171
13977444,charge,OK,213,307
74179576,bill,OK,183,410
36025598,charge,NG,194,304
86518051,charge,OK,176,276
78026548,charge,NG,206,309
84128139,balance,OK,184,223
15361973,bill,OK,191,423
88219425,balance,OK,194,230
27847647,charge,NG,200,305
22839718,bill,OK,211,395
64284078,balance,OK,202,176
2444889,bill,OK,202,412
59810347,charge,OK,207,280
69552263,charge,OK,205,290
4450941,bill,OK,222,342
85645459,bill,OK,188,400
10127707,balance,OK,202,225
41129927,balance,OK,203,221
65416943,bill,OK,204,403
64518860,bill,OK,189,368
49744528,charge,OK,203,285
31050980,charge,OK,209,244
48554101,charge,OK,207,291
79250123,balance,OK,196,206
1754471,charge,OK,209,294
49922873,charge,OK,192,325
75401467,balance,OK,207,244
23757750,balance,OK,196,208
66943053,bill,NG,204,410
37085816,charge,OK,204,259
45416453,charge,OK,194,272
84875312,balance,OK,215,176
89282150,bill,OK,187,404
38379057,charge,OK,203,302
81841896,charge,OK,184,294
13900094,balance,OK,200,202
67434975,balance,OK,217,195
42539620,charge,OK,230,322
8102493,balance,OK,203,195
26289688,charge,NG,195,284
19423332,charge,OK,185,294
35442582,charge,OK,206,295
12824445,bill,OK,202,389
21421364,charge,OK,191,328
28060365,charge,OK,199,295
75624405,balance,OK,204,190
5937521,bill,OK,195,361
37434458,bill,OK,204,424
5978919,bill,NG,197,401
85701194,charge,OK,194,316
45944384,balance,OK,189,214
39415971,bill,OK,204,394
72098695,charge,OK,203,319
45833096,bill,OK,192,411
68035010,charge,OK,212,328
20201784,bill,OK,201,387
2828446,bill,OK,204,386
20166210,charge,OK,198,318
32198750,balance,OK,210,179
88480439,bill,OK,182,423
74950025,bill,OK,195,383
46423076,balance,OK,186,237
41769048,bill,OK,191,404
13387352,bill,OK,215,419
48698882,bill,OK,198,420
65646202,bill,NG,180,415
63906699,charge,OK,196,289
81282908,bill,OK,194,386
7593788,bill,OK,197,412
42785229,charge,OK,193,297
82854093,bill,OK,190,398
69185104,bill,NG,206,425
35375809,charge,OK,200,296
14794515,charge,OK,180,247
2583909,balance,OK,191,209
27987923,charge,OK,197,259
27353852,balance,OK,202,232
87314610,bill,OK,197,353
37869231,bill,OK,186,381
80389708,charge,NG,202,280
27927848,charge,OK,200,321
69727835,bill,OK,199,407
11834256,bill,OK,204,440
13555419,bill,OK,187,409
64736546,charge,OK,203,301
41125840,balance,OK,198,215
6740379,charge,OK,202,314
11333959,bill,OK,204,390
67609313,charge,OK,203,313
38235968,bill,OK,192,397
56562590,bill,NG,203,422
49070066,balance,OK,198,201
10532453,balance,OK,194,187
84288271,charge,OK,204,281
73531898,bill,OK,209,414
38503706,balance,OK,215,184
59142618,charge,OK,192,293
44830576,balance,OK,184,196
40446161,bill,NG,180,389
31922477,balance,OK,199,190
21147856,bill,OK,193,385
19260858,charge,OK,193,248
74940632,charge,OK,221,282
55317106,charge,NG,177,269
25232326,charge,OK,222,263
81022902,balance,OK,205,190
73000837,balance,OK,205,206
64426559,balance,OK,212,207
20050465,balance,OK,208,205
37778777,bill,OK,195,421
77395747,charge,OK,198,264
48712197,bill,OK,198,385
55250404,balance,OK,231,219
13592865,balance,OK,198,212
88032722,bill,NG,197,354
35642347,charge,OK,194,311
45679679,balance,OK,189,178
17040670,charge,NG,217,320
20421787,charge,OK,175,321
75751356,charge,OK,193,325
89822904,charge,OK,204,292
10363227,charge,OK,206,299
33835234,balance,OK,192,196
77711451,bill,OK,206,384
66097213,balance,OK,209,202
56292321,bill,OK,199,364
42987160,balance,NG,213,201
27126608,charge,OK,193,298
77432448,bill,OK,201,385
33227571,balance,OK,211,215
2201369,bill,OK,191,405
47070654,balance,OK,186,202
46475966,balance,OK,185,169
39577003,bill,OK,195,418
88480266,charge,OK,193,293
62718250,charge,OK,214,294
26086150,balance,OK,201,177
50249680,charge,OK,192,304
36310097,charge,NG,193,265
82005003,charge,OK,182,293
15627154,balance,OK,217,221
29002217,charge,OK,193,296
63246236,bill,OK,183,405
23114807,charge,OK,197,260
13739516,bill,OK,212,403
16097111,charge,NG,215,321
60116804,charge,OK,182,285
70112718,charge,OK,210,314
37901750,charge,OK,202,287
79283465,charge,OK,177,321
69967047,balance,OK,214,188
46224225,balance,NG,211,213
78384745,balance,OK,207,209
83932858,balance,OK,203,169
76125897,bill,OK,190,427
13924716,bill,OK,206,455
66241916,charge,OK,195,298
36818056,bill,OK,199,398
84894343,bill,OK,201,412
70271376,charge,OK,200,306
